player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,Season,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,19.0,11.0,1072.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,0.02,0.02,2019-2020,11.9,2.0,0.0,33.3,0.17,0.0,0.0,0.04,-0.2,-0.2,662.0,787.0,84.1,9674.0,3464.0,399.0,422.0,94.5,212.0,251.0,84.5,31.0,69.0,44.9,18.0,40.0,28.0,15.0,52.0,665.0,122.0,13.0,1.0,3.0,63.0,0.0,0.0,0.0,0.0,109.0,0.0,14.0,36.0,3.02,31.0,2.0,0.0,2.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,36.0,22.0,19.0,15.0,2.0,6.0,2.0,4.0,11.0,21.0,0.0,913.0,32.0,209.0,441.0,268.0,21.0,913.0,534.0,32.0,19.0,4.0,581.0,9.0,11.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,72.0,16.0,13.0,55.2
Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,it Serie A,28,1990,10.0,2.0,230.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,104.0,86.5,1561.0,243.0,41.0,45.0,91.1,40.0,46.0,87.0,8.0,10.0,80.0,1.0,5.0,1.0,0.0,7.0,102.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,129.0,6.0,23.0,86.0,20.0,1.0,129.0,83.0,2.0,2.0,1.0,88.0,9.0,1.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,10.0,5.0,12.0,29.4
Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,11.0,8.0,630.0,1.0,1.0,0.0,0.0,3.0,1.0,0.14,0.14,0.29,0.14,0.29,0.7,0.7,0.1,0.1,2019-2020,7.0,4.0,0.0,40.0,0.57,0.1,0.25,0.07,0.3,0.3,260.0,310.0,83.9,4185.0,848.0,122.0,142.0,85.9,114.0,122.0,93.4,14.0,29.0,48.3,5.0,17.0,0.0,0.0,34.0,304.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,13.0,1.86,7.0,0.0,0.0,2.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,16.0,12.0,2.0,11.0,3.0,6.0,1.0,5.0,15.0,10.0,0.0,404.0,14.0,78.0,257.0,71.0,13.0,404.0,225.0,14.0,9.0,1.0,267.0,19.0,7.0,0.0,11.0,14.0,1.0,0.0,0.0,0.0,57.0,10.0,11.0,47.6
Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,32.0,27.0,2502.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,1.0,1.0,0.04,0.04,2019-2020,27.8,1.0,0.0,10.0,0.04,0.0,0.0,0.1,-1.0,-1.0,1078.0,1250.0,86.2,21536.0,7006.0,305.0,336.0,90.8,647.0,708.0,91.4,112.0,167.0,67.1,3.0,57.0,2.0,0.0,89.0,1203.0,47.0,37.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,14.0,12.0,0.43,7.0,2.0,2.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,43.0,27.0,30.0,11.0,2.0,31.0,14.0,17.0,45.0,124.0,3.0,1540.0,192.0,830.0,678.0,41.0,11.0,1540.0,895.0,17.0,7.0,2.0,936.0,14.0,8.0,0.0,17.0,17.0,0.0,0.0,2.0,0.0,143.0,49.0,51.0,49.0
Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,32.0,20.0,2079.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,0.02,0.02,2019-2020,23.1,2.0,0.0,16.7,0.09,0.0,0.0,0.04,-0.4,-0.4,862.0,1185.0,72.7,13825.0,5497.0,488.0,564.0,86.5,282.0,379.0,74.4,77.0,175.0,44.0,22.0,57.0,17.0,13.0,80.0,936.0,243.0,14.0,1.0,5.0,62.0,4.0,0.0,0.0,0.0,225.0,6.0,27.0,55.0,2.38,31.0,12.0,1.0,7.0,6.0,0.26,3.0,1.0,0.0,2.0,0.0,45.0,24.0,23.0,18.0,4.0,24.0,6.0,18.0,41.0,61.0,0.0,1478.0,70.0,422.0,679.0,399.0,27.0,1478.0,718.0,86.0,51.0,8.0,817.0,32.0,21.0,0.0,25.0,36.0,2.0,0.0,0.0,0.0,130.0,28.0,26.0,51.9
Youssef Aït Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,12.0,6.0,536.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,0.1,0.1,0.01,0.01,2019-2020,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.1,-0.1,350.0,406.0,86.2,5419.0,1636.0,190.0,206.0,92.2,130.0,143.0,90.9,19.0,32.0,59.4,4.0,36.0,3.0,0.0,47.0,400.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,10.0,1.68,10.0,0.0,0.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,11.0,8.0,6.0,4.0,1.0,6.0,1.0,5.0,4.0,10.0,1.0,465.0,11.0,71.0,354.0,43.0,0.0,465.0,305.0,6.0,4.0,0.0,338.0,7.0,4.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,43.0,5.0,5.0,50.0
Rayan Aït Nouri,fr FRA,DF,Angers,fr Ligue 1,18,2001,17.0,16.0,1282.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,0.2,0.2,0.01,0.01,2019-2020,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.2,-0.2,618.0,808.0,76.5,9226.0,4114.0,321.0,354.0,90.7,220.0,286.0,76.9,43.0,98.0,43.9,9.0,34.0,17.0,13.0,56.0,655.0,151.0,3.0,0.0,2.0,43.0,0.0,0.0,0.0,0.0,148.0,2.0,23.0,26.0,1.83,20.0,1.0,1.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,29.0,22.0,14.0,8.0,7.0,14.0,1.0,13.0,18.0,33.0,0.0,972.0,34.0,302.0,440.0,238.0,13.0,972.0,445.0,45.0,36.0,10.0,550.0,27.0,24.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,99.0,17.0,6.0,73.9
Albian Ajeti,ch SUI,FW,West Ham,eng Premier League,22,1997,9.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.11,0.11,2019-2020,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.2,-0.2,12.0,15.0,80.0,117.0,6.0,9.0,12.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,8.0,19.0,7.0,28.0,17.0,0.0,0.0,1.0,22.0,4.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,10.0,9.1
Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,25,1994,26.0,24.0,2058.0,8.0,4.0,1.0,1.0,3.0,0.0,0.35,0.17,0.52,0.31,0.48,7.2,6.4,0.31,0.28,2019-2020,22.9,21.0,0.0,42.9,0.92,0.14,0.33,0.13,0.8,0.6,354.0,516.0,68.6,4923.0,707.0,186.0,263.0,70.7,109.0,151.0,72.2,24.0,38.0,63.2,16.0,15.0,13.0,3.0,30.0,493.0,18.0,0.0,4.0,5.0,13.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,42.0,1.84,32.0,0.0,5.0,3.0,12.0,0.52,7.0,0.0,2.0,2.0,0.0,15.0,10.0,2.0,10.0,3.0,11.0,0.0,11.0,2.0,20.0,0.0,712.0,21.0,40.0,386.0,291.0,95.0,711.0,376.0,21.0,15.0,8.0,553.0,53.0,15.0,0.0,38.0,21.0,4.0,1.0,1.0,0.0,43.0,114.0,78.0,59.4
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,29.0,25.0,2309.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,0.4,0.4,0.02,0.02,2019-2020,25.7,2.0,0.0,25.0,0.08,0.0,0.0,0.05,-0.4,-0.4,1764.0,1948.0,90.6,32633.0,11486.0,656.0,706.0,92.9,938.0,987.0,95.0,151.0,213.0,70.9,3.0,96.0,2.0,1.0,104.0,1871.0,74.0,43.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,31.0,3.0,10.0,13.0,0.51,12.0,1.0,0.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,38.0,21.0,23.0,14.0,1.0,20.0,11.0,9.0,30.0,61.0,2.0,2148.0,170.0,1025.0,1055.0,72.0,10.0,2148.0,1443.0,18.0,12.0,0.0,1646.0,15.0,6.0,0.0,11.0,23.0,0.0,0.0,0.0,1.0,119.0,31.0,33.0,48.4
Marley Aké,fr FRA,"FW,MF",Marseille,fr Ligue 1,18,2001,9.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.12,2019-2020,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.1,-0.1,25.0,28.0,89.3,365.0,49.0,12.0,13.0,92.3,8.0,10.0,80.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,4.0,26.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.73,2.0,0.0,0.0,0.0,1.0,0.91,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,1.0,7.0,16.0,17.0,2.0,40.0,25.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,29.0,29.0,2503.0,2.0,2.0,0.0,0.0,2.0,0.0,0.07,0.07,0.14,0.07,0.14,3.0,3.0,0.11,0.11,2019-2020,27.8,7.0,0.0,28.0,0.25,0.08,0.29,0.12,-1.0,-1.0,1079.0,1238.0,87.2,19315.0,6988.0,435.0,472.0,92.2,554.0,608.0,91.1,82.0,132.0,62.1,7.0,58.0,7.0,0.0,81.0,1183.0,52.0,32.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,20.0,3.0,8.0,14.0,0.5,8.0,0.0,4.0,1.0,1.0,0.04,0.0,0.0,1.0,0.0,0.0,31.0,21.0,23.0,8.0,0.0,40.0,29.0,11.0,36.0,152.0,0.0,1557.0,238.0,888.0,604.0,77.0,36.0,1557.0,958.0,12.0,5.0,0.0,922.0,9.0,5.0,0.0,9.0,13.0,3.0,0.0,0.0,0.0,140.0,60.0,61.0,49.6
Chadrac Akolo,cd COD,"FW,MF",Amiens,fr Ligue 1,24,1995,15.0,5.0,544.0,2.0,1.0,0.0,0.0,1.0,0.0,0.33,0.17,0.5,0.33,0.5,1.1,1.1,0.19,0.19,2019-2020,6.0,4.0,0.0,44.4,0.66,0.22,0.5,0.13,0.9,0.9,169.0,209.0,80.9,2319.0,664.0,104.0,116.0,89.7,55.0,69.0,79.7,5.0,10.0,50.0,6.0,17.0,3.0,0.0,26.0,204.0,5.0,3.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,13.0,2.15,9.0,0.0,2.0,1.0,2.0,0.33,1.0,0.0,1.0,0.0,0.0,16.0,8.0,8.0,6.0,2.0,6.0,1.0,5.0,5.0,5.0,0.0,280.0,4.0,52.0,141.0,92.0,14.0,280.0,168.0,11.0,14.0,5.0,198.0,14.0,15.0,0.0,9.0,8.0,2.0,0.0,0.0,0.0,36.0,4.0,10.0,28.6
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,18.0,12.0,1142.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,2019-2020,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.1,-0.1,664.0,757.0,87.7,11440.0,3892.0,274.0,293.0,93.5,343.0,371.0,92.5,39.0,77.0,50.6,2.0,28.0,1.0,0.0,32.0,727.0,30.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,4.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,20.0,4.0,0.0,21.0,11.0,10.0,13.0,48.0,0.0,916.0,130.0,504.0,398.0,22.0,2.0,916.0,530.0,7.0,2.0,0.0,610.0,11.0,9.0,0.0,8.0,13.0,1.0,0.0,1.0,1.0,72.0,21.0,27.0,43.8
David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,28.0,27.0,2498.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,1.0,1.0,0.03,0.03,2019-2020,27.8,7.0,6.0,36.8,0.25,0.05,0.14,0.05,0.0,0.0,2263.0,2516.0,89.9,42080.0,14738.0,861.0,908.0,94.8,1128.0,1208.0,93.4,232.0,322.0,72.0,19.0,278.0,22.0,5.0,285.0,2397.0,115.0,55.0,5.0,14.0,29.0,4.0,0.0,1.0,0.0,56.0,4.0,19.0,46.0,1.66,40.0,2.0,3.0,0.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,30.0,17.0,14.0,15.0,1.0,19.0,10.0,9.0,29.0,40.0,0.0,2691.0,145.0,943.0,1538.0,232.0,12.0,2691.0,1907.0,69.0,28.0,3.0,2060.0,16.0,4.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,213.0,21.0,29.0,42.0
Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,17.0,17.0,1400.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.06,0.06,2019-2020,15.6,4.0,0.0,44.4,0.26,0.0,0.0,0.1,-0.9,-0.9,648.0,798.0,81.2,10366.0,4185.0,342.0,376.0,91.0,260.0,305.0,85.2,40.0,79.0,50.6,11.0,46.0,13.0,7.0,78.0,601.0,196.0,13.0,0.0,4.0,29.0,0.0,0.0,0.0,0.0,183.0,1.0,20.0,33.0,2.12,24.0,4.0,1.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,45.0,26.0,25.0,13.0,7.0,13.0,2.0,11.0,23.0,39.0,3.0,984.0,39.0,284.0,473.0,242.0,17.0,984.0,454.0,32.0,22.0,8.0,488.0,21.0,7.0,0.0,14.0,27.0,1.0,0.0,1.0,1.0,74.0,10.0,16.0,38.5
Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,24.0,11.0,1174.0,7.0,1.0,1.0,1.0,6.0,0.0,0.54,0.08,0.61,0.46,0.54,7.3,6.5,0.56,0.5,2019-2020,13.0,18.0,0.0,36.7,1.38,0.12,0.33,0.13,-0.3,-0.5,219.0,310.0,70.6,2800.0,383.0,132.0,177.0,74.6,40.0,53.0,75.5,15.0,20.0,75.0,13.0,10.0,7.0,0.0,16.0,274.0,32.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,27.0,2.07,21.0,0.0,6.0,0.0,2.0,0.15,1.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,4.0,2.0,12.0,2.0,10.0,1.0,9.0,0.0,453.0,11.0,24.0,213.0,221.0,78.0,452.0,247.0,7.0,5.0,8.0,341.0,35.0,17.0,0.0,23.0,13.0,19.0,0.0,0.0,0.0,24.0,42.0,53.0,44.2
Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,27.0,25.0,2187.0,2.0,5.0,0.0,0.0,7.0,0.0,0.08,0.21,0.29,0.08,0.29,1.4,1.4,0.06,0.06,2019-2020,24.3,3.0,0.0,42.9,0.12,0.29,0.67,0.2,0.6,0.6,1858.0,2149.0,86.5,26342.0,7785.0,1109.0,1203.0,92.2,566.0,652.0,86.8,95.0,137.0,69.3,30.0,120.0,40.0,11.0,150.0,1938.0,206.0,33.0,3.0,9.0,65.0,2.0,0.0,0.0,0.0,171.0,5.0,33.0,51.0,2.1,50.0,1.0,0.0,0.0,6.0,0.25,6.0,0.0,0.0,0.0,0.0,20.0,13.0,9.0,7.0,4.0,12.0,3.0,9.0,37.0,40.0,0.0,2307.0,66.0,459.0,1074.0,782.0,64.0,2307.0,1399.0,42.0,28.0,8.0,1734.0,17.0,6.0,0.0,18.0,18.0,5.0,0.0,0.0,0.0,129.0,6.0,15.0,28.6
Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,36.0,36.0,3113.0,6.0,15.0,1.0,1.0,5.0,0.0,0.17,0.43,0.61,0.14,0.58,6.6,5.8,0.19,0.17,2019-2020,34.6,27.0,11.0,27.8,0.78,0.05,0.19,0.06,-0.6,-0.8,1793.0,2296.0,78.1,30192.0,10809.0,843.0,950.0,88.7,685.0,810.0,84.6,196.0,364.0,53.8,106.0,303.0,90.0,7.0,371.0,1977.0,295.0,69.0,28.0,18.0,177.0,151.0,51.0,73.0,0.0,21.0,24.0,38.0,225.0,6.5,149.0,40.0,14.0,1.0,29.0,0.84,23.0,2.0,1.0,1.0,2.0,50.0,30.0,21.0,19.0,10.0,32.0,1.0,31.0,21.0,9.0,1.0,2653.0,14.0,260.0,1371.0,1086.0,98.0,2652.0,1620.0,203.0,171.0,29.0,1901.0,51.0,47.0,0.0,20.0,38.0,0.0,0.0,0.0,0.0,217.0,7.0,14.0,33.3
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,36.0,3237.0,1.0,0.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,2.3,2.3,0.06,0.06,2019-2020,36.0,4.0,0.0,26.7,0.11,0.07,0.25,0.15,-1.3,-1.3,1635.0,1954.0,83.7,36891.0,12724.0,388.0,448.0,86.6,909.0,990.0,91.8,320.0,476.0,67.2,4.0,98.0,5.0,1.0,118.0,1900.0,49.0,46.0,1.0,37.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,19.0,0.53,17.0,0.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,43.0,23.0,27.0,16.0,0.0,29.0,21.0,8.0,42.0,175.0,2.0,2282.0,336.0,1270.0,971.0,52.0,21.0,2282.0,1193.0,11.0,8.0,1.0,1497.0,9.0,2.0,0.0,30.0,25.0,2.0,0.0,2.0,0.0,155.0,74.0,55.0,57.4
Marc Albrighton,eng ENG,"MF,DF",Leicester City,eng Premier League,29,1989,20.0,9.0,867.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,0.4,0.4,0.04,0.04,2019-2020,9.6,2.0,0.0,20.0,0.21,0.0,0.0,0.04,-0.4,-0.4,339.0,499.0,67.9,5532.0,2035.0,179.0,216.0,82.9,110.0,145.0,75.9,36.0,97.0,37.1,19.0,39.0,21.0,8.0,45.0,464.0,35.0,2.0,3.0,5.0,69.0,10.0,1.0,6.0,1.0,23.0,0.0,14.0,27.0,2.8,23.0,2.0,1.0,0.0,5.0,0.52,5.0,0.0,0.0,0.0,0.0,24.0,17.0,10.0,13.0,1.0,19.0,2.0,17.0,10.0,8.0,0.0,618.0,12.0,102.0,245.0,284.0,20.0,618.0,393.0,20.0,19.0,4.0,423.0,12.0,9.0,0.0,7.0,11.0,1.0,0.0,1.0,0.0,67.0,3.0,7.0,30.0
Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,13.0,11.0,924.0,4.0,1.0,0.0,0.0,1.0,0.0,0.39,0.1,0.49,0.39,0.49,3.7,3.7,0.36,0.36,2019-2020,10.3,7.0,1.0,26.9,0.68,0.15,0.57,0.14,0.3,0.3,179.0,227.0,78.9,2197.0,326.0,115.0,132.0,87.1,38.0,54.0,70.4,6.0,8.0,75.0,9.0,5.0,5.0,0.0,15.0,200.0,27.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,17.0,1.66,15.0,0.0,1.0,1.0,2.0,0.19,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,2.0,10.0,0.0,306.0,11.0,29.0,137.0,143.0,36.0,306.0,159.0,13.0,7.0,9.0,213.0,15.0,8.0,0.0,4.0,11.0,13.0,1.0,0.0,0.0,25.0,6.0,22.0,21.4
Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,11.0,6.0,530.0,5.0,1.0,0.0,0.0,0.0,0.0,0.85,0.17,1.02,0.85,1.02,3.9,3.9,0.67,0.67,2019-2020,5.9,7.0,0.0,43.8,1.19,0.31,0.71,0.25,1.1,1.1,81.0,111.0,73.0,994.0,170.0,42.0,56.0,75.0,19.0,27.0,70.4,5.0,9.0,55.6,5.0,5.0,1.0,0.0,8.0,93.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.04,8.0,1.0,0.0,2.0,2.0,0.34,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,2.0,3.0,0.0,163.0,2.0,9.0,75.0,79.0,26.0,163.0,78.0,1.0,2.0,1.0,110.0,12.0,5.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,4.0,3.0,15.0,16.7
Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,24.0,20.0,1771.0,3.0,0.0,0.0,0.0,7.0,0.0,0.15,0.0,0.15,0.15,0.15,2.4,2.4,0.12,0.12,2019-2020,19.7,8.0,0.0,44.4,0.41,0.17,0.38,0.14,0.6,0.6,1632.0,1813.0,90.0,30503.0,8475.0,658.0,707.0,93.1,701.0,752.0,93.2,222.0,274.0,81.0,20.0,189.0,14.0,0.0,230.0,1748.0,60.0,52.0,4.0,31.0,7.0,4.0,3.0,0.0,0.0,4.0,5.0,20.0,60.0,3.05,49.0,3.0,4.0,0.0,10.0,0.51,8.0,0.0,0.0,0.0,0.0,45.0,26.0,17.0,23.0,5.0,12.0,3.0,9.0,45.0,13.0,1.0,2029.0,47.0,358.0,1364.0,334.0,23.0,2029.0,1250.0,27.0,35.0,7.0,1507.0,28.0,19.0,0.0,24.0,13.0,0.0,0.0,0.0,0.0,195.0,35.0,37.0,48.6
Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,27.0,20.0,1927.0,2.0,2.0,0.0,0.0,10.0,0.0,0.09,0.09,0.19,0.09,0.19,1.9,1.9,0.09,0.09,2019-2020,21.4,8.0,9.0,24.2,0.37,0.06,0.25,0.06,0.1,0.1,830.0,1066.0,77.9,17151.0,5017.0,316.0,366.0,86.3,353.0,406.0,86.9,148.0,248.0,59.7,16.0,99.0,4.0,1.0,100.0,956.0,106.0,82.0,1.0,48.0,26.0,21.0,10.0,3.0,0.0,3.0,4.0,13.0,51.0,2.38,31.0,7.0,3.0,6.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,61.0,30.0,37.0,20.0,4.0,46.0,15.0,31.0,15.0,41.0,0.0,1340.0,73.0,341.0,848.0,167.0,10.0,1340.0,663.0,26.0,15.0,1.0,734.0,23.0,15.0,0.0,37.0,58.0,0.0,0.0,2.0,0.0,178.0,49.0,52.0,48.5
Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,33.0,33.0,2957.0,2.0,2.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,0.7,0.7,0.02,0.02,2019-2020,32.9,4.0,0.0,25.0,0.12,0.13,0.5,0.05,1.3,1.3,1630.0,2009.0,81.1,33738.0,10390.0,480.0,531.0,90.4,924.0,1021.0,90.5,216.0,414.0,52.2,11.0,110.0,13.0,2.0,96.0,1915.0,82.0,72.0,12.0,20.0,9.0,0.0,0.0,0.0,0.0,10.0,12.0,10.0,27.0,0.82,25.0,0.0,1.0,0.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,40.0,29.0,24.0,13.0,3.0,48.0,32.0,16.0,31.0,172.0,2.0,2349.0,344.0,1183.0,1068.0,101.0,22.0,2349.0,1460.0,11.0,18.0,1.0,1566.0,9.0,5.0,0.0,18.0,4.0,1.0,0.0,0.0,1.0,154.0,73.0,73.0,50.0
Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,22.0,21.0,1916.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.09,0.05,0.09,0.4,0.4,0.02,0.02,2019-2020,21.3,1.0,0.0,50.0,0.05,0.5,1.0,0.18,0.6,0.6,906.0,1195.0,75.8,13402.0,5815.0,523.0,597.0,87.6,316.0,445.0,71.0,38.0,90.0,42.2,14.0,75.0,10.0,4.0,120.0,955.0,238.0,24.0,1.0,3.0,44.0,3.0,0.0,2.0,0.0,211.0,2.0,19.0,29.0,1.36,25.0,3.0,0.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,36.0,16.0,25.0,9.0,2.0,33.0,10.0,23.0,34.0,59.0,1.0,1421.0,72.0,412.0,759.0,262.0,15.0,1421.0,573.0,21.0,17.0,4.0,756.0,23.0,22.0,0.0,31.0,9.0,1.0,0.0,0.0,0.0,117.0,39.0,19.0,67.2
